text,speaker_type,section,j1_qwen3,j2_gemma3,j3_cogito,j4_qwen314b,j5_gemma12b,prelim_mv,human_label
Thank you for bringing this up because it is -- it does look odd and certainly isn't consistent with our expectations or the performance that we expect going forward from that business.,executive,qa,1,0,1,1,1,1,
"I'm locking arms with the leaders of our geographies and with Matt, who now leads Sales and NIKE Direct, to elevate the way consumers experience our brands.",executive,prepared,0,0,1,1,1,1,
I'm just curious to get your big picture thoughts.,analyst,qa,0,0,1,0,0,0,
We're doing everything in our power to make sure that we can improve our customer experience and mitigate the costs as we move forward.,executive,qa,0,0,1,1,0,0,
"As I mentioned earlier, we believe we have the right balance for managing our costs and we continue to maintain this balance.",executive,prepared,0,0,1,1,0,0,
"Our products are designed and sold for beneficial commercial use, and every license sale we make will benefit the U.S. economy, the U.S. leadership.",ir,prepared,0,0,0,1,0,0,
"And the biggest 2 drivers of that were people centered and occupancy centered were, the 2 biggest drivers that were variable.",executive,qa,1,0,1,1,1,1,
"And as we see the various folks and the various agencies go through the confirmation process, it will be helpful to have people in seats and get to work on some of the things that we want to get done.",executive,qa,0,0,1,1,0,0,
"I think one of the most important things for this firm and the success of this firm is the time our people spend with clients, serving our clients, executing for our clients.",executive,qa,0,0,1,1,0,0,
"We have a lot of customers in a lot of places that share a company, and we want to make sure that we weren't creating conflict in that regard.",executive,qa,0,0,1,1,0,0,
This award reflects the criticality of our software and our nation's defense capabilities.,executive,prepared,1,0,1,1,1,1,
And so it really is a condensed peak period.,executive,qa,0,0,1,1,1,1,
So people do more and the whole organization is doing more with less people as a percent of the overall organization.,executive,qa,1,0,1,1,1,1,
"Executives - Founder, CEO & Chairman
I would just add one thing is as the global capital markets become a larger player in the economic activity here and other places in the world, the opportunity for us and our positioning for us is fantastic.",executive,qa,1,0,1,1,0,1,
What was really attractive about this quarter and built on the tremendous performance in the second quarter was the solid performances across all businesses.,executive,qa,1,0,1,1,1,1,
"Joaquin Duato, our Chairman and CEO, will open with a few comments on our performance and key catalysts for the company.",executive,prepared,0,0,1,1,0,0,
I think one of the things to frame is that we're in an environment at the moment where CEOs think that the opportunity to get things done strategically is now possible after being in a period of time where they felt it was not possible.,executive,qa,0,0,1,1,1,1,
"And if we had more orders, we can bill more.",ir,prepared,1,0,1,1,1,1,
"We are, therefore, accelerating our investments in cloud migration, and in the accuracy, completeness and timeliness of our data.",executive,prepared,1,0,1,1,1,1,
"Executives - Chairman & CEO
It's one example of like really bad accounting.",executive,qa,1,0,0,1,1,1,
There's probably a little bit once a Banamex or Mexico deal is signed.,ir,qa,1,0,1,1,1,1,
We'll look at all the different risks that are out there across the different categories of items that we got to be concerned about.,executive,qa,0,1,1,1,1,1,
"And so Matt in his prepared remarks, touched on APLA, EMEA and North America being where they are in almost in terms of futures in performance and looks of sportswear offsetting.",executive,qa,1,0,1,1,1,1,
"Expect to hear, see and feel much more about how we'll manage the China marketplace differently this fiscal year and beyond.",executive,prepared,1,0,1,1,1,1,
Our position as a consistent long-term investor differentiates us from opportunistic capital.,executive,prepared,1,0,1,1,1,1,
And then we continue our progress in our multiple myeloma franchise.,executive,qa,1,0,1,1,1,1,
"I'm going to start with the fourth quarter and full year firm-wide financial results, focusing on year-over-year comparisons, unless I indicate otherwise.",ir,prepared,0,1,1,1,0,1,
"And we expect demand to outstrip supply for some time as we now transition to H200, as we transition to Blackwell.",executive,qa,1,0,1,1,1,1,
So I won't give you the long speech about why G-SIB is completely poorly conceived.,executive,qa,0,1,1,1,1,1,
"AI not just for the big powerful organizations, but AI utilization for everybody, for every country in the world.",executive,qa,1,0,1,1,1,1,
There's no math that you can make that work.,executive,qa,1,0,1,1,1,1,
"Given our shell ahead strategy and the investments that we've made over the last several years, we have a lot of flexibility to scale up if market conditions require for our products, but also if market conditions require for our foundry customers as well.",executive,qa,1,0,1,1,1,1,
The economics of the fee change will be shared with our partners in CRS.,ir,qa,0,0,1,1,1,1,
"As they get a sense that the XPUs they are working on with the software, with the algorithms they needed, that they are having more confidence that this XPU silicon is what they need, and they work and it gets better and better.",executive,qa,1,0,1,1,1,1,
"I don't know if he's nailed it down yet, but we'll be getting that information out shortly.",executive,qa,0,0,1,1,0,0,
"But a lot of the drivers of growth, which are per capita labor inflation and revenue-related expense and investments, are always going to be there.",executive,qa,1,0,1,1,1,1,
"We're In a strong financial position, feel very good about the leadership team.",ir,qa,0,0,1,1,0,0,
I'm excited to welcome Gina Adams into her new role as General Counsel and Secretary of FedEx effective September 24.,ir,prepared,0,0,1,1,0,0,
"In Converse, the team took some decisive steps this quarter to bring the brand back to a healthy business.",executive,prepared,1,0,1,1,1,1,
They explain your year-over-year impact on the results.,executive,qa,1,1,1,1,0,1,
"You've heard us talk about many of these elements before, starting with our strategic objectives.",executive,prepared,0,0,0,1,0,0,
"And we also launched Structure 26 in our stability silo, and we're launching Structure Plus next month.",executive,qa,1,0,1,1,1,1,
"In Europe and Asia, those markets are in a different place in the United States when it comes to private markets in retirement accounts.",executive,qa,0,0,1,1,1,1,
"Relative to your conversation as to where does it come out, I would say the vast majority already comes out in the September quarter.",executive,qa,1,0,1,1,1,1,
"And I would say our higher tiers has consolidated slightly over time, and that's by design just as relationships evolve.",executive,qa,0,0,1,1,1,1,
"In general, the conversation now is, I've heard you made this work.",executive,prepared,0,0,1,0,0,0,
We're leveraging advanced digital tools to quicken development.,executive,prepared,1,0,1,1,1,1,
I'll take a shot at that because there's a few pieces that I'll try to disaggregate for you.,executive,qa,0,0,1,0,0,0,
And so that's what's kind of pulling it in.,executive,qa,0,0,1,0,1,0,
Our investment builds on a history of investing in similar market structure opportunities for the benefit of BlackRock clients.,executive,prepared,0,0,1,1,0,0,
"And so the new limits, it's kind of the end of the road for hopper.",executive,qa,0,0,1,1,1,1,
We have customer relationships everywhere.,executive,qa,0,0,1,0,1,0,
"Last year, we invested in enriching our private markets information, investments, data platform to serve our clients more.",executive,prepared,0,0,1,1,1,1,
"They wake up every day with the intent to bring new medicines and medical technologies that improve the standard of care of the millions of patients that we serve every day, and that's really our goal.",executive,qa,0,0,1,1,1,1,
But we're going to offer the clients basically what's in their best interest and tell them what those products are across the thing.,executive,qa,1,0,1,1,1,1,
"So overall, you see a 61 basis point disclosure, which was a couple of basis points of recent periods.",executive,qa,1,0,1,1,1,1,
What are you seeing in that business that is increasing your appetite to grow it here forward?,analyst,qa,1,0,1,1,1,1,
And I think just having that awareness recognition will be very important to investors.,analyst,qa,0,0,1,1,1,1,
Intel continues its mission to bring AI everywhere.,ir,prepared,0,0,1,1,1,1,
"And so we do see a world where we could build great model portfolios that bring together crypto assets, tokenized long-term investment products and other exposures, all natively in your digital wallet with all the same technologies effectively that we've used to build a scaled model portfolio platform.",executive,qa,1,0,1,1,1,1,
"And when we look out over the next 12 months, we are confident that we can continue to drive considerable progress on our IDM 2.0 journey.",ir,prepared,1,0,1,1,1,1,
"First, our aspirations, to be the top U.S. consumer and small business bank and wealth manager, providing industry-leading deposit, loan, investment and payments products, also to be the top U.S. bank to businesses of all sizes with the goal of being a top 5 U.S. investment bank.",ir,prepared,0,0,1,1,0,0,
Turning to capital and liquidity on Slide 5.,ir,prepared,0,0,0,1,0,0,
It's not the basis or driver of the strategy.,executive,qa,1,0,1,1,1,1,
"He led off with a question on tariffs, and he pointed at me each time.",executive,prepared,0,0,1,0,0,0,
"What I will say is, regardless of the outcome of averaging or the start of the new SCB level, it does afford us more flexibility in the way of how much capital we have to buy back or redeploy, and we'll continue to kind of assess that.",ir,qa,1,0,1,1,1,1,
I continue to be excited by the opportunities and the sheer potential of our franchise.,ir,prepared,0,0,1,1,0,0,
I have tremendous confidence in César Garcia.,executive,qa,0,0,1,0,0,0,
"It's a situation where you put out your product offering, and you update it, patch it, but update it feature-wise, everything as capabilities on a continual basis, almost like getting your news on an ongoing basis, subscription online versus getting it in a printed manner once a week.",executive,qa,1,0,1,1,1,1,
"NVIDIA's full stack computing platform with industry-specific application frameworks and a huge developer and partner ecosystem gives us the speed, scale, and reach to help every company, to help companies in every industry become an AI company.",executive,qa,0,1,1,1,1,1,
"I think you've largely got it, which is there's an important distinction between deconsolidation and full exit.",ir,qa,1,0,1,1,1,1,
"And we discussed that our gross margins as we are ramping Blackwell in the very beginning and the many different configurations, the many different chips that we are bringing to market, we are going to focus on making sure we have the best experience for our customers as they stand that up.",executive,qa,1,0,1,1,1,1,
"In closing, I feel very good about the trajectory of Goldman Sachs.",executive,prepared,0,0,1,1,0,0,
And I think we're in a position that you've very conservative reserve.,analyst,qa,0,0,1,1,1,1,
And sort of how do you view of your AI networking growth next year?,analyst,qa,1,0,1,1,1,1,
"And so the design fit-in, the installation, the bring-up, the repair-and-replace, that entire cycle is done all over the world.",executive,qa,0,0,1,1,0,0,
"So we're thrilled to have his skills and talents going forward, but I just wanted to recognize the contributions he made.",executive,prepared,0,0,1,0,0,0,
"And the way that breaks out in each of the segments assume that Data Center would be down just about that average, so the corporate average.",executive,qa,1,0,1,1,1,1,
"Now obviously, increased dialogues take a while to turn into deals and play through.",executive,qa,0,0,1,1,1,1,
"Analysts - MD, Head of U.S. Large-Cap Bank Research & Senior bank Analyst
I looked in detail at the earnings presentation, especially Slide 4.",analyst,qa,0,0,0,1,0,0,
There's a path with the combination of those levers that I've mentioned.,ir,qa,1,0,1,1,0,1,
"I think secondarily, across capital more broadly, whether it's Basel III, it's CCAR and transparency and continuity and stability around that process and also G-SIB, where certainly over the last decade, that was supposed to be scaling based on market cap growth and economic growth.",executive,qa,0,1,1,1,1,1,
"Dave, as I mentioned, when we were stepping into the quarter, we thought our cadence could be a little different than it played out and every time we have a conversation like this, we're answering based on what we know at that point in time.",executive,qa,0,1,1,1,0,1,
"We've seen for some time, the 3 transitions that I spoke about just a second ago, accelerated computing from general-purpose computing.",executive,qa,1,0,1,1,1,1,
"And so there are a number of customers who, based on sort of the strong road map that we're showing, want to get familiar and really work with us earlier in the life cycle, which I think is, again, positive.",executive,qa,0,0,1,1,1,1,
"I think first of all, as I articulated on the AI strategy, it's very important to understanding the workload and then make sure that we can really deliver and then clearly, we're going to look for partnership with the industry leader to build the purpose-built silicon and the software to optimize for that platform.",executive,qa,1,0,1,1,1,1,
Now it's frontline where things matter and we do things very differently than anyone else.,executive,prepared,0,0,1,1,1,1,
They remain fairly tight with their spending.,executive,qa,1,0,1,1,1,1,
On the conversation about the noticeably upbeat robust pipelines.,analyst,qa,1,0,1,1,1,1,
It feels like it's been some time since we've seen maybe a more normal quarter without big puts and takes.,analyst,qa,0,0,1,1,1,1,
We're in computers of any size and shape.,executive,qa,0,0,1,0,1,0,
"First, variable incentive compensation accruals.",ir,prepared,0,1,1,1,1,1,
"With all this volatility, the markets have proven to be quite successful and worked quite well.",executive,prepared,0,0,0,1,0,0,
"This is how it's going to have to be done, driven through technology and -- which will increase more productivity.",executive,qa,1,0,1,1,1,1,
"And don't just look at what is said in the press, look at all the ecosystem partners and all the developers that are connected to OpenAI, and they're all driving consumption of it.",executive,qa,0,1,1,1,1,1,
I'm excited to have Sriram Krishnasamy serving as Chief Digital and Information Officer effective July 1.,executive,prepared,0,0,1,1,1,1,
"And as you think back, is there something that should have been done differently?",analyst,qa,0,0,1,1,0,0,
And that is before we get to beginning to get benefits from the transformation where there will be efficiencies that come through.,ir,qa,0,0,1,1,1,1,
"However, I want to emphasize that this is not a quick fix here.",ir,prepared,1,0,1,1,1,1,
And then we'll continue to enhance our priority economy product offerings.,executive,qa,0,0,1,1,1,1,
"Our customers usually build for the holiday season in -- sort of before that, and then that will be completed by the fourth quarter.",executive,qa,1,0,1,1,1,1,
We are cautiously optimistic about peak season growth based on what we are hearing from our customers currently.,ir,prepared,1,0,1,1,1,1,
The second theme is that we're building a healthier base for top line growth.,executive,prepared,1,0,1,1,1,1,
"So that is, I think, a large explain of the delta.",executive,qa,0,0,1,1,1,1,
But we're also thinking increasingly about opportunities we have to scale and create value for the long term.,executive,qa,1,0,1,1,1,1,
"You could give underwriters unlimited time, 2, 3, 4 weeks.",executive,prepared,0,0,0,1,1,0,
And it has contributed quite a bit to our growth and our ability to run the company efficiently.,executive,qa,0,0,1,1,1,1,
I'm intimately familiar with the foundry and fabless ecosystem.,ir,prepared,1,0,1,1,1,1,
"So I think effectively, yes, we can walk and chew gum at the same time and the huge benefit of all of the simplification on the business, on the organization, the other efforts is making it easier for us to execute and be very focused.",ir,qa,0,0,1,1,1,1,
"But when you look at this team, are you 75% there in terms of you got all the people you need?",analyst,qa,1,0,1,1,1,1,
We made further progress on our efficiency initiatives.,ir,prepared,1,0,1,1,1,1,
"So one, I think that on Retail Services, you're seeing a couple of things play out.",ir,qa,1,0,1,1,1,1,
"As we complete our goal of 5 nodes in 4 years, we are not satisfied nor are we finished.",ir,prepared,1,0,1,1,1,1,
"I believe at this time, our momentum has never been stronger.",executive,prepared,0,0,1,1,1,1,
Size and scale are outputs of performance.,executive,prepared,1,0,1,1,1,1,
"And as growth accelerates, we believe we will leverage the P&L.",executive,prepared,1,0,1,1,1,1,
"We did all of this while maintaining an intense dedication to serving our customers, a relentless pursuit of innovation, and an unwavering commitment to our People-Service-Profit culture.",ir,prepared,0,0,1,0,0,0,
"And as previously communicated, we will retire 9 more MD-11s in Q4.",executive,prepared,1,0,1,1,1,1,
"Through GenAI, that can be done automatically.",executive,qa,1,0,1,1,1,1,
That isn't a new playbook for NIKE but it's one that enables us to play to our strengths.,executive,qa,1,0,1,1,1,1,
"As a reminder, last year included an upfront payment of $245 million associated with the AbleData partnership.",executive,prepared,0,1,1,1,1,1,
"Given our traditional lack of forward visibility, it is unclear when business activity will improve.",executive,prepared,1,0,1,1,1,1,
And you all know that everybody is out there modeling these things and trading against these things.,executive,qa,0,0,1,1,0,0,
So kind of curious about what you're seeing in the market there on the back of that.,analyst,qa,1,0,1,1,0,1,
"Executives - Former Executive VP & CFO
But we do try to align the timing of the costing hitting our COGS in terms of thinking about how we're going to affect pricing.",executive,qa,1,0,1,1,1,1,
So it's important to have those forecasts in early.,executive,qa,0,0,1,1,1,1,
"With higher rates, distributions to paid-in capital are a critical measure of success and where we are an industry leader.",executive,prepared,1,0,1,1,1,1,
So we are very well positioned to continue to entertain many types of deals.,executive,qa,1,0,1,1,1,1,
"We probably have had more client calls, more calls with leadership and governments than ever before.",executive,qa,1,0,1,1,1,1,
"Throughout BlackRock's history, we've been relentless and anticipating the future needs of our clients and taking strategic actions to evolve for them.",executive,prepared,0,0,1,1,0,0,
"But if you think of real estate, there's 2 pieces.",executive,qa,0,0,1,1,1,1,
So I think that is something you can look out for in future periods.,executive,qa,0,0,1,0,1,0,
And so that's probably a decent assumption as you sort of go into the first part of the year at least.,executive,qa,0,0,1,0,0,0,
"We've begun to roll out the new and very unique, pretty exciting capabilities, thanks to our partnership with American Airlines like the points transfer with our Branded Card portfolio and our own proprietary cards.",ir,qa,1,0,1,1,1,1,
"But Q1, we knew was -- in January, that's the only place in my gut, I didn't feel good, was Q1.",executive,qa,1,0,1,1,1,1,
"As outsiders, when do you think we'll be able to see the success that you're having with AI?",analyst,qa,1,0,1,1,1,1,
"That's a third alternative, and we are clear to make it very distinct and differentiated for our end-use customers.",executive,qa,1,0,1,1,1,1,
That means we're working with top-tier asset managers that are sponsors for private credit or established consumer platforms.,ir,qa,0,1,1,1,1,1,
"We've done a number of them, as we've talked about, even over this last weekend, we were pretty busy, but I would say that most clients are pausing their plans.",ir,qa,0,0,1,1,1,1,
"All I do say is I have no interest in going into a market where -- we have a philosophy in running our business, Broadcom, and maybe other people have a different philosophy.",executive,qa,0,0,1,1,0,0,
"Actually, wanted to start on the CPU side.",analyst,qa,0,0,1,1,1,1,
"And so all of this, I think, will continue to play into people being active in markets.",executive,qa,0,0,1,0,0,0,
"And the way I've described it to some, it's really a journey, not a destination.",executive,qa,0,0,1,0,0,0,
"So make your own assumptions on credit and fee income and you'll get a sense for what we -- to your question if it's expenses or revenues, how we think we're going to get there?",executive,qa,0,1,1,1,1,1,
"They all work together, building on each other.",executive,prepared,0,0,1,0,0,0,
"And as I said, with the steepening of the yield curve and with higher rates, it's going to lead to some great opportunities in the fixed income area.",executive,qa,1,0,1,1,1,1,
"So hopefully, that puts it in picture -- gives you a context and understanding of how we guided you for the full fiscal year.",executive,qa,0,0,1,1,0,0,
"Our next platform Rubin, is already in fab.",executive,qa,0,1,1,1,1,1,
"Obviously, with the capital changes that we've made, we're going to be driving just like a road class foundry nodes to be much more efficient with our capital investments.",executive,qa,1,0,1,1,1,1,
"For the past 5 years, she served as our Asia Pacific Regional President.",ir,prepared,0,0,1,0,0,0,
So I wanted to get some additional thoughts on what's embedded in that outlook.,analyst,qa,1,0,1,1,1,1,
"I don't know all the efforts we're involved in, but to the extent we're involved in these efforts, I and most Palantirians are very proud of this.",executive,prepared,0,0,1,1,0,0,
"We have, nonetheless, a 13.1% CET ratio that we put in the plan that can change over time as well.",ir,qa,1,0,1,1,1,1,
"Existing customers such as Lowe's, Cleveland Clinic and General Mills, among others, are realizing the extensive possibilities of AIP within their own enterprises and increasing their scope accordingly.",executive,prepared,1,0,1,1,1,1,
Our inference workloads are growing incredibly.,ir,prepared,1,0,1,1,1,1,
We see significant opportunity to get our core operations running more efficiently and more profitably.,executive,prepared,1,0,1,1,1,1,
Turin seems to be much more kind of ecosystem compatible.,analyst,qa,1,0,1,1,0,1,
"With 2 separate companies, we will ensure commercial collaboration that creates a seamless transition for our customers, especially those that turn to FedEx for all 3 services.",ir,prepared,0,0,1,1,1,1,
I've never seen a company or a culture anything like ours.,executive,prepared,0,0,1,1,1,1,
"You mentioned the second [ custom -- ] customer, but you also mentioned that it takes years of work iteratively.",analyst,qa,1,0,1,1,1,1,
And so Blackwell is much more expansive.,executive,qa,0,0,1,1,1,1,
"And then as you get to that hopeful stabilization in the back half, like just because of how that moves?",analyst,qa,0,0,1,1,1,1,
"And also, we have had a decision of the court to keep the filing in Houston.",executive,qa,0,0,0,1,0,0,
"We keep a close eye on execution, making sure we've got the right level of resourcing and expertise.",ir,qa,0,0,1,1,0,0,
"We've reduced the 6 reporting ledgers down to 1, 11 sanctioned platforms down to 1.",ir,qa,1,0,1,1,1,1,
"As CEO of Intel Products, I will always make process technology decisions based on what is best for my customers.",ir,prepared,0,0,1,1,1,1,
"But if conditions didn't get better in the fourth quarter of '23, they didn't get worse either.",executive,prepared,0,1,1,1,1,1,
And you can see that in the different drivers.,ir,qa,0,0,1,0,1,0,
But what you see is that they don't really understand it.,executive,prepared,1,0,1,1,1,1,
"And you could draw the conclusion that, that means that the overearning narrative is no longer applicable.",executive,qa,1,0,1,1,1,1,
Information concerning those risks is available in our earnings press release distributed after the market closed today and in our SEC filings.,executive,prepared,0,0,0,1,0,0,
"David and Denis, a question just on kind of interplay between a recovery in investment banking versus trading intermediation.",analyst,qa,1,0,1,1,0,1,
"Our teams are moving with focus and urgency, and our foundation is getting even stronger.",executive,prepared,0,0,1,1,0,0,
And it will be beneficial for both our growth and our returns.,ir,qa,0,0,1,1,0,0,
And what didn't feel good was it didn't feel like the organization was aligned.,executive,prepared,0,0,1,1,1,1,
"The one thing I will mention, and you mentioned already, is that we obviously have another CCAR process stress test that we will go through.",ir,qa,0,0,1,1,0,0,
"We were joined by Naver, Dell, Bosch, Supermicro and Roche, among many others who shared how they are benefiting from Intel solutions.",ir,prepared,0,0,1,1,0,0,
"And just if you have to make an adjustment, like what are those adjustments that you have to just be thinking about?",analyst,qa,1,0,1,1,1,1,
We saw no reason why we shouldn't share it.,executive,qa,0,0,1,1,0,0,
"And just keep in mind that whatever trading NII is either up or down, there's likely an offset in fee revenue.",executive,qa,1,0,1,1,1,1,
"And so as I said at Investor Day, I think because of large-scale M&A in the near to intermediate term, we've rounded out that agenda.",executive,qa,0,1,1,1,1,1,
"Consumer finance, the smallest category, lends to clients engaged in auto lending, credit card issuers and other types of consumer lending.",ir,prepared,1,0,1,1,1,1,
"And so my expectation is that what is being experienced here in the United States, in the West will surely be replicated around the world.",executive,qa,0,0,1,1,1,1,
These things just don't work out as intended.,ir,qa,1,0,1,1,1,1,
We drive growth through sports most iconic partners.,executive,prepared,1,0,1,1,1,1,
I think we've learned a lot about how to optimize performance there.,executive,qa,1,0,1,1,1,1,
"And then you've got the continuation of deposit and loan growth coming throughout the year, and so that will build as you go.",executive,qa,1,0,1,1,1,1,
"And when Tony stepped into that role, we all challenged him but Jeff continued to challenge him.",executive,prepared,0,0,1,0,0,0,
"As you probably know, the lead time is really long to build.",executive,qa,0,0,1,1,1,1,
"Clients continue to turn to Goldman Sachs for advice and expertise regarding their most important strategic transactions, amid a backdrop of accelerating technological change and industry disruption.",executive,prepared,0,0,1,1,1,1,
We've advocated on behalf of workers to improve retirement solutions.,executive,qa,0,0,1,1,1,1,
"I also think where sport happens, it's one of the derivatives of the post-COVID environment.",executive,qa,0,0,1,1,1,1,
"And so we're keenly focused on the evolution of that in the coming years, and that's something you'll hear us talk more about.",executive,qa,0,0,1,1,0,0,
"The other thing I touched on with the group this morning was, as all of you saw, in December, Holden announced his decision to leave Fastenal effective April.",executive,prepared,0,1,1,1,0,1,
"As I said last quarter, these are the building blocks for NIKE to return to sustainable profitable growth.",executive,prepared,1,0,1,1,1,1,
"I'd love to hear about -- obviously, you've got a long pathway to close, 24 months and then it closes.",analyst,qa,1,0,1,1,1,1,
"Executives - CEO & Chair of the Board
We've also -- I think 1 of the pieces [ Gonzalo ] and the team have done a good job with is they've been proactive and tightening risk and acquisitions and existing programs in the last couple of years.",ir,qa,1,0,1,1,1,1,
"In CCG, we continue to lead the AIPC category.",ir,prepared,1,0,1,1,1,1,
So it's a number that says we are at where we'd want to be at this point in the process development life cycle.,executive,qa,1,0,1,1,1,1,
We've seen both the issuers taking advantage as well as the investors.,ir,qa,1,0,1,1,1,1,
"I guess, maybe, Jeremy, a broader question like when we read the quote from Jamie in the press release, customers are resilient, but there's still massive amounts of uncertainty.",analyst,qa,0,0,1,1,1,1,
We will continue to invest strategically while preserving our disciplined approach to cash flow management.,ir,prepared,0,1,1,1,1,1,
"So China, it sounds like things are evolving in China.",analyst,qa,0,0,1,1,1,1,
BlackRock's multiple source of growth differentiates us and makes us really optimistic for the future.,executive,prepared,1,0,1,1,1,1,
"Well, look, I mean I am very -- I feel very good about the performance that we have as a firm in the quarter, in the half.",ir,qa,1,0,1,1,0,1,
"And I think that would be very, very good, both for the system and capital markets broadly.",executive,qa,0,0,1,1,0,0,
I want to commend the entire organization for our focus on creating vast differentiation and showing up for our customers.,executive,prepared,0,0,1,1,0,0,
So this is just a context of why I'm asking this question on expenses.,analyst,qa,0,0,1,0,0,0,
"And if you look at 14A in terms of its maturity relative to 18A at that same point of maturity, we're better in terms of performance and yield.",executive,qa,1,0,1,1,1,1,
"40 years after our start in around 2007, 2008 time frame, we revisited Bob's vending idea.",executive,prepared,0,0,1,1,0,0,
"We're building on vintages and strong track records, so we can scale successor funds.",executive,qa,1,0,1,1,1,1,
I guess maybe I can start with a little color on the multi-asset flows and then Larry can comment on LifePath Paycheck.,executive,qa,0,1,1,1,1,1,
"And I look forward at BlackRock to be delivering on a significant broad base of opportunities across the world, across our platform, across all of our products and delivering the responsible fiduciary responsibilities that we provide to each and every client.",executive,prepared,0,0,1,1,0,0,
"And I think the most important thing that we're committed to, the most important thing is to be in a position to consistently raise the dividend and create a steady increased pattern of dividend increase, unlike a number of our competitors that you would benchmark us to, we started from a very different place 5, 6 or 7 years ago.",executive,qa,1,0,1,1,1,1,
"I'm not getting into the business of predicting January, February and March DSRs.",executive,qa,1,1,1,0,1,1,
"I think it's going to lead to a very different way of looking at our company in all areas, including financial areas because it's like when you're making assertions, you need avant-garde innovators to look at it and say, okay, well, this is something that's not quite there but I think it could work.",executive,prepared,0,0,1,1,1,1,
So a lot of patients that are there with high unmet medical need.,executive,qa,0,0,1,1,1,1,
"We are encouraged by the easier comparisons, the improved sentiment and particularly our internal momentum.",executive,prepared,1,0,1,1,1,1,
"Of course, revenue will be part of that.",executive,qa,0,0,1,0,1,0,
We signed a multitude of U.S. commercial deals last quarter.,executive,prepared,1,0,1,1,1,1,
"And then more broadly, I'll end with our real confidence in the growth of our Cardiovascular portfolio.",executive,qa,0,0,1,1,1,1,
"Yes, but that would be because the through-the-cycle analysis has changed for some reason.",executive,qa,1,0,1,1,1,1,
I assume you'll have the normal increase in employee costs.,analyst,qa,1,0,1,1,1,1,
"And I start to learn the value of a very strong bunch of partners they have, which are a network of distributors and something like 15,000 VARs, value-added resales, supported with these distributors.",executive,qa,1,0,1,1,0,1,
"I was just so delighted to see how well that they have done, the moral of the team and how the team is working together.",executive,qa,0,0,1,1,0,0,
"I'm confident that under Wouter's leadership, the team will continue to advance DRIVE initiatives to support improved performance.",ir,prepared,0,0,1,1,1,1,
"As I said last year, we believe this is a very conservative measurement because it's unlikely that every one of these businesses would ever hit a low point all at the same time.",executive,prepared,1,0,1,1,1,1,
"Let's say, look, all of our clients continue to increase their allocations to private markets.",executive,qa,1,0,1,1,1,1,
And so we're not seeing that change in any significant way.,executive,qa,1,0,1,1,1,1,
"Together, we know how to invest in, own them, improve on them and operate them.",executive,prepared,0,0,1,1,0,0,
"And honestly, I think if anything, we've seen improvement in the environment throughout the fiscal year.",executive,qa,1,0,1,1,1,1,
"This is now a small portfolio, but you would -- it's common sense that when you get to the end of what was a very, very big portfolio, you've got stickier things.",executive,qa,0,0,1,1,1,1,
That's why you have this rule of -- that's why we have 57 on the Rule of 40.,executive,prepared,0,0,1,1,1,1,
"Obviously, we want to have external customers.",executive,qa,0,0,1,1,1,1,
I don't -- we didn't see that in the fourth quarter.,executive,qa,1,0,1,1,1,1,
And so I think that trend you saw a couple of years ago was definitely different.,executive,qa,0,0,1,1,0,0,
But volume memory will be off-package in the road map going forward.,executive,qa,1,0,1,1,1,1,
But we're all impacted by the same economics.,executive,qa,0,0,1,0,0,0,
"Keep in mind that Q1 is typically our lowest quarter, and we're confident that we will see acceleration through the remainder of the year.",executive,qa,1,0,1,1,1,1,
"So in the end, it's going to take time to flow into the market, but we're confident in the product pipeline.",executive,qa,0,0,1,1,1,1,
"And then quickly on your comment on the U.S. government business, like, yes, the number of opportunities out there are great.",executive,prepared,1,0,1,1,1,1,
"But we know how to design the AI infrastructure, provided the way that customers would like it and lets the ecosystem integrate it.",executive,qa,1,0,1,1,1,1,
I think the second half of the question was about some of the competitive changes that USPS has made in the market.,executive,qa,0,1,1,1,1,1,
"But I think what it sort of highlights is that during this transitional period and this elevated uncertainty, you might see some distortions in the data that make it hard to draw larger conclusions.",executive,qa,1,1,1,1,0,1,
Now let's look at adjusted income before tax [indiscernible].,executive,prepared,0,1,1,1,1,1,
And I feel good about the progress we've made.,ir,qa,0,0,1,0,0,0,
We love the fact that we are a U.S.-focused bank that benefits from the strength of our nation's economy and markets.,ir,prepared,0,0,1,1,0,0,
"But that being said, as Jamie noted, like we have no idea what the curve is going to look like, right?",analyst,qa,0,1,1,1,0,1,
"I think in general, as we said in the past for our data center GPU business, the gross margin continue to improve when we ramp a new generation of product.",executive,qa,1,0,1,1,1,1,
"FugakuNEXT joins a rapidly expanding list of leading quantum supercomputing and research centers running on NVIDIA's CUDA-Q quantum platform, including [ ULIC ], AIST, [ NNF ] and NERSC, supported by over 300 ecosystem partners, including AWS, Google Quantum AI, Quantinuum, QuEra and PsiQuantum.",ir,prepared,0,1,1,1,1,1,
And some of those are still up in the air based on what happens.,executive,qa,0,0,1,1,1,1,
And we have a longer runway because of the opportunities we have identified.,executive,qa,1,0,1,1,1,1,
"And the best part is, there is much more upside ahead.",ir,prepared,0,0,1,1,0,0,
When you talked about -- we will have hopes and expectations for the Investment Banking pipeline to continue to move along.,analyst,qa,0,0,1,1,1,1,
